Día,Hora,Tipo_Franja,Tipo_Vehículo,Energía_kWh,Potencia_kW
23,22,Punta (Retorno),2. DC Estándar,26.63,50.0
23,22,Punta (Retorno),3. HPC 150,53.44,83.17
23,22,Punta (Retorno),3. HPC 150,50.02,92.4
23,22,Punta (Retorno),2. DC Estándar,30.14,50.0
23,22,Punta (Retorno),2. DC Estándar,29.29,50.0
23,22,Punta (Retorno),3. HPC 150,30.8,87.47
23,22,Punta (Retorno),3. HPC 150,50.69,115.56
23,22,Punta (Retorno),3. HPC 150,49.3,101.14
23,22,Punta (Retorno),3. HPC 150,44.99,121.22
23,22,Punta (Retorno),3. HPC 150,50.45,126.13
23,22,Punta (Retorno),2. DC Estándar,23.36,50.0
23,23,Valle (Cierre),2. DC Estándar,18.79,50.0
23,23,Valle (Cierre),1. AC/PHEV,6.82,11.0
23,23,Valle (Cierre),2. DC Estándar,21.44,50.0
23,23,Valle (Cierre),3. HPC 150,49.58,118.87
23,23,Valle (Cierre),2. DC Estándar,22.99,50.0
23,23,Valle (Cierre),3. HPC 150,52.83,105.57
23,23,Valle (Cierre),3. HPC 150,46.79,116.42
23,23,Valle (Cierre),3. HPC 150,47.7,98.98
23,23,Valle (Cierre),4. HPC 350,50.34,217.41
23,23,Valle (Cierre),4. HPC 350,81.61,216.26
23,23,Valle (Cierre),3. HPC 150,57.67,110.0
23,23,Valle (Cierre),2. DC Estándar,27.04,50.0
23,23,Valle (Cierre),4. HPC 350,62.76,198.87
23,23,Valle (Cierre),3. HPC 150,41.45,118.97
23,23,Valle (Cierre),3. HPC 150,35.78,129.35
23,23,Valle (Cierre),3. HPC 150,44.85,83.55
23,23,Valle (Cierre),3. HPC 150,50.45,117.39
23,23,Valle (Cierre),1. AC/PHEV,19.8,11.0
23,23,Valle (Cierre),2. DC Estándar,16.59,50.0
23,23,Valle (Cierre),3. HPC 150,41.0,87.75
23,23,Valle (Cierre),4. HPC 350,53.25,209.57
24,0,Valle (Noche),2. DC Estándar,31.92,50.0
24,0,Valle (Noche),1. AC/PHEV,6.7,11.0
24,0,Valle (Noche),3. HPC 150,49.83,129.76
24,0,Valle (Noche),3. HPC 150,60.07,114.39
24,0,Valle (Noche),1. AC/PHEV,39.43,11.0
24,0,Valle (Noche),3. HPC 150,59.52,107.73
24,0,Valle (Noche),4. HPC 350,54.46,207.33
24,0,Valle (Noche),1. AC/PHEV,3.97,11.0
24,0,Valle (Noche),3. HPC 150,63.6,105.21
24,0,Valle (Noche),2. DC Estándar,18.7,50.0
24,0,Valle (Noche),2. DC Estándar,25.23,50.0
24,0,Valle (Noche),3. HPC 150,65.17,101.05
24,1,Valle (Noche),3. HPC 150,38.71,100.17
24,1,Valle (Noche),2. DC Estándar,22.01,50.0
24,1,Valle (Noche),3. HPC 150,58.28,84.95
24,1,Valle (Noche),3. HPC 150,55.83,106.7
24,1,Valle (Noche),2. DC Estándar,22.87,50.0
24,1,Valle (Noche),4. HPC 350,50.56,216.2
24,1,Valle (Noche),4. HPC 350,53.98,197.17
24,1,Valle (Noche),3. HPC 150,42.27,120.12
24,1,Valle (Noche),2. DC Estándar,23.39,50.0
24,1,Valle (Noche),3. HPC 150,47.85,108.93
24,1,Valle (Noche),4. HPC 350,66.49,221.12
24,1,Valle (Noche),3. HPC 150,32.05,103.96
24,2,Valle (Noche),3. HPC 150,40.35,115.36
24,2,Valle (Noche),2. DC Estándar,22.6,50.0
24,2,Valle (Noche),3. HPC 150,53.74,117.48
24,2,Valle (Noche),2. DC Estándar,17.72,50.0
24,2,Valle (Noche),1. AC/PHEV,13.05,11.0
24,2,Valle (Noche),1. AC/PHEV,12.79,11.0
24,2,Valle (Noche),2. DC Estándar,23.16,50.0
24,2,Valle (Noche),1. AC/PHEV,19.2,11.0
24,2,Valle (Noche),1. AC/PHEV,4.81,11.0
24,2,Valle (Noche),3. HPC 150,38.11,104.74
24,3,Valle (Noche),4. HPC 350,77.54,218.65
24,3,Valle (Noche),2. DC Estándar,14.06,50.0
24,3,Valle (Noche),3. HPC 150,50.83,83.22
24,3,Valle (Noche),3. HPC 150,46.81,125.44
24,3,Valle (Noche),3. HPC 150,43.34,90.46
24,3,Valle (Noche),4. HPC 350,85.45,174.32
24,3,Valle (Noche),3. HPC 150,56.09,109.8
24,3,Valle (Noche),3. HPC 150,46.36,111.07
24,3,Valle (Noche),2. DC Estándar,21.21,50.0
24,3,Valle (Noche),3. HPC 150,52.4,103.43
24,3,Valle (Noche),3. HPC 150,43.95,114.16
24,3,Valle (Noche),2. DC Estándar,22.47,50.0
24,3,Valle (Noche),3. HPC 150,53.23,111.79
24,4,Valle (Noche),2. DC Estándar,22.63,50.0
24,4,Valle (Noche),1. AC/PHEV,17.84,11.0
24,4,Valle (Noche),2. DC Estándar,26.87,50.0
24,4,Valle (Noche),1. AC/PHEV,10.5,11.0
24,4,Valle (Noche),3. HPC 150,44.07,120.48
24,4,Valle (Noche),4. HPC 350,60.04,213.86
24,4,Valle (Noche),2. DC Estándar,26.65,50.0
24,4,Valle (Noche),2. DC Estándar,27.22,50.0
24,4,Valle (Noche),3. HPC 150,51.18,99.86
24,4,Valle (Noche),3. HPC 150,48.27,85.94
24,4,Valle (Noche),3. HPC 150,46.15,119.02
24,5,Valle (Noche),3. HPC 150,61.1,114.03
24,5,Valle (Noche),2. DC Estándar,21.37,50.0
24,5,Valle (Noche),3. HPC 150,53.72,116.47
24,5,Valle (Noche),1. AC/PHEV,14.69,11.0
24,5,Valle (Noche),3. HPC 150,52.22,91.5
24,5,Valle (Noche),3. HPC 150,56.05,111.47
24,5,Valle (Noche),2. DC Estándar,34.96,50.0
24,5,Valle (Noche),2. DC Estándar,19.83,50.0
24,5,Valle (Noche),2. DC Estándar,28.61,50.0
24,6,Valle (Noche),2. DC Estándar,14.64,50.0
24,6,Valle (Noche),4. HPC 350,84.55,214.69
24,6,Valle (Noche),4. HPC 350,72.9,209.13
24,6,Valle (Noche),3. HPC 150,47.1,93.45
24,6,Valle (Noche),3. HPC 150,40.39,84.54
24,6,Valle (Noche),1. AC/PHEV,16.15,11.0
24,6,Valle (Noche),2. DC Estándar,31.48,50.0
24,6,Valle (Noche),2. DC Estándar,22.48,50.0
24,6,Valle (Noche),1. AC/PHEV,17.33,11.0
24,6,Valle (Noche),2. DC Estándar,25.04,50.0
24,6,Valle (Noche),2. DC Estándar,20.41,50.0
24,6,Valle (Noche),3. HPC 150,48.94,107.77
24,7,Llano (Mañana),3. HPC 150,58.02,105.37
24,7,Llano (Mañana),4. HPC 350,82.87,204.67
24,7,Llano (Mañana),3. HPC 150,50.04,88.03
24,7,Llano (Mañana),3. HPC 150,53.6,105.96
24,7,Llano (Mañana),3. HPC 150,40.1,87.17
24,7,Llano (Mañana),2. DC Estándar,25.78,50.0
24,7,Llano (Mañana),3. HPC 150,41.55,104.34
24,7,Llano (Mañana),4. HPC 350,76.02,203.52
24,7,Llano (Mañana),3. HPC 150,68.99,90.07
24,7,Llano (Mañana),3. HPC 150,39.94,99.46
24,7,Llano (Mañana),2. DC Estándar,26.69,50.0
24,7,Llano (Mañana),3. HPC 150,46.47,93.35
24,7,Llano (Mañana),3. HPC 150,62.65,94.18
24,7,Llano (Mañana),2. DC Estándar,20.58,50.0
24,7,Llano (Mañana),3. HPC 150,48.28,81.69
24,7,Llano (Mañana),2. DC Estándar,18.97,50.0
24,7,Llano (Mañana),1. AC/PHEV,13.24,11.0
24,7,Llano (Mañana),4. HPC 350,55.62,219.35
24,7,Llano (Mañana),3. HPC 150,47.93,109.49
24,7,Llano (Mañana),1. AC/PHEV,15.21,11.0
24,7,Llano (Mañana),2. DC Estándar,33.45,50.0
24,7,Llano (Mañana),3. HPC 150,57.18,82.31
24,7,Llano (Mañana),2. DC Estándar,16.29,50.0
24,7,Llano (Mañana),3. HPC 150,42.99,97.67
24,7,Llano (Mañana),2. DC Estándar,18.37,50.0
24,7,Llano (Mañana),2. DC Estándar,28.45,50.0
24,7,Llano (Mañana),3. HPC 150,61.1,82.49
24,7,Llano (Mañana),2. DC Estándar,22.25,50.0
24,7,Llano (Mañana),3. HPC 150,52.72,90.55
24,7,Llano (Mañana),3. HPC 150,52.71,124.83
24,7,Llano (Mañana),2. DC Estándar,30.26,50.0
24,7,Llano (Mañana),2. DC Estándar,17.44,50.0
24,7,Llano (Mañana),3. HPC 150,40.59,123.98
24,7,Llano (Mañana),2. DC Estándar,20.47,50.0
24,7,Llano (Mañana),3. HPC 150,39.56,122.18
24,7,Llano (Mañana),1. AC/PHEV,16.55,11.0
24,7,Llano (Mañana),2. DC Estándar,15.84,50.0
24,8,Llano (Mañana),2. DC Estándar,16.03,50.0
24,8,Llano (Mañana),4. HPC 350,78.09,211.58
24,8,Llano (Mañana),1. AC/PHEV,12.16,11.0
24,8,Llano (Mañana),2. DC Estándar,19.02,50.0
24,8,Llano (Mañana),3. HPC 150,56.96,95.16
24,8,Llano (Mañana),3. HPC 150,62.16,83.16
24,8,Llano (Mañana),3. HPC 150,52.74,92.39
24,8,Llano (Mañana),1. AC/PHEV,5.57,11.0
24,8,Llano (Mañana),1. AC/PHEV,12.35,11.0
24,8,Llano (Mañana),1. AC/PHEV,11.5,11.0
24,8,Llano (Mañana),3. HPC 150,78.88,101.86
24,8,Llano (Mañana),4. HPC 350,70.35,236.59
24,8,Llano (Mañana),3. HPC 150,68.21,117.92
24,8,Llano (Mañana),3. HPC 150,54.93,122.98
24,8,Llano (Mañana),2. DC Estándar,13.79,50.0
24,8,Llano (Mañana),3. HPC 150,40.65,110.27
24,8,Llano (Mañana),3. HPC 150,45.08,95.36
24,8,Llano (Mañana),3. HPC 150,56.81,125.17
24,8,Llano (Mañana),3. HPC 150,47.35,84.01
24,8,Llano (Mañana),3. HPC 150,59.69,123.72
24,8,Llano (Mañana),2. DC Estándar,29.07,50.0
24,8,Llano (Mañana),4. HPC 350,83.26,194.48
24,8,Llano (Mañana),2. DC Estándar,30.67,50.0
24,8,Llano (Mañana),4. HPC 350,83.52,217.85
24,8,Llano (Mañana),3. HPC 150,57.11,99.99
24,8,Llano (Mañana),1. AC/PHEV,3.93,11.0
24,8,Llano (Mañana),2. DC Estándar,26.17,50.0
24,8,Llano (Mañana),1. AC/PHEV,26.86,11.0
24,8,Llano (Mañana),3. HPC 150,48.67,89.37
24,8,Llano (Mañana),3. HPC 150,48.43,89.74
24,8,Llano (Mañana),1. AC/PHEV,5.36,11.0
24,8,Llano (Mañana),2. DC Estándar,18.85,50.0
24,8,Llano (Mañana),3. HPC 150,48.52,83.27
24,8,Llano (Mañana),2. DC Estándar,24.62,50.0
24,8,Llano (Mañana),4. HPC 350,82.16,199.39
24,8,Llano (Mañana),2. DC Estándar,26.81,50.0
24,8,Llano (Mañana),2. DC Estándar,19.59,50.0
24,8,Llano (Mañana),2. DC Estándar,23.99,50.0
24,8,Llano (Mañana),3. HPC 150,61.76,112.07
24,8,Llano (Mañana),3. HPC 150,31.07,98.28
24,8,Llano (Mañana),2. DC Estándar,15.85,50.0
24,8,Llano (Mañana),3. HPC 150,44.09,103.96
24,8,Llano (Mañana),2. DC Estándar,21.81,50.0
24,8,Llano (Mañana),3. HPC 150,50.76,122.8
24,8,Llano (Mañana),2. DC Estándar,24.07,50.0
24,8,Llano (Mañana),3. HPC 150,41.1,106.0
24,8,Llano (Mañana),2. DC Estándar,28.99,50.0
24,8,Llano (Mañana),3. HPC 150,45.88,122.83
24,9,Llano (Mañana),2. DC Estándar,22.77,50.0
24,9,Llano (Mañana),3. HPC 150,60.52,112.84
24,9,Llano (Mañana),3. HPC 150,49.25,94.26
24,9,Llano (Mañana),3. HPC 150,62.81,98.12
24,9,Llano (Mañana),4. HPC 350,58.46,189.73
24,9,Llano (Mañana),2. DC Estándar,31.27,50.0
24,9,Llano (Mañana),2. DC Estándar,23.78,50.0
24,9,Llano (Mañana),3. HPC 150,44.75,98.44
24,9,Llano (Mañana),2. DC Estándar,32.16,50.0
24,9,Llano (Mañana),3. HPC 150,54.26,113.11
24,9,Llano (Mañana),3. HPC 150,65.39,93.49
24,9,Llano (Mañana),3. HPC 150,67.17,91.59
24,9,Llano (Mañana),3. HPC 150,23.7,121.28
24,9,Llano (Mañana),2. DC Estándar,23.1,50.0
24,9,Llano (Mañana),3. HPC 150,43.63,80.64
24,9,Llano (Mañana),4. HPC 350,83.26,194.07
24,9,Llano (Mañana),1. AC/PHEV,9.38,11.0
24,9,Llano (Mañana),3. HPC 150,51.83,98.83
24,9,Llano (Mañana),3. HPC 150,53.58,122.1
24,9,Llano (Mañana),3. HPC 150,53.1,115.58
24,9,Llano (Mañana),3. HPC 150,56.14,91.39
24,9,Llano (Mañana),2. DC Estándar,26.51,50.0
24,9,Llano (Mañana),3. HPC 150,43.16,96.14
24,9,Llano (Mañana),3. HPC 150,56.21,84.5
24,9,Llano (Mañana),3. HPC 150,58.33,105.92
24,9,Llano (Mañana),2. DC Estándar,28.95,50.0
24,9,Llano (Mañana),1. AC/PHEV,9.62,11.0
24,9,Llano (Mañana),1. AC/PHEV,4.16,11.0
24,9,Llano (Mañana),1. AC/PHEV,4.16,11.0
24,9,Llano (Mañana),3. HPC 150,58.97,102.83
24,9,Llano (Mañana),3. HPC 150,50.4,93.46
24,9,Llano (Mañana),3. HPC 150,60.27,119.69
24,9,Llano (Mañana),3. HPC 150,57.82,124.06
24,9,Llano (Mañana),4. HPC 350,65.98,211.18
24,9,Llano (Mañana),2. DC Estándar,33.99,50.0
24,9,Llano (Mañana),3. HPC 150,57.03,114.61
24,9,Llano (Mañana),3. HPC 150,34.14,104.64
24,9,Llano (Mañana),3. HPC 150,43.89,122.86
24,9,Llano (Mañana),2. DC Estándar,25.87,50.0
24,9,Llano (Mañana),3. HPC 150,47.46,117.69
24,9,Llano (Mañana),4. HPC 350,55.34,161.44
24,9,Llano (Mañana),1. AC/PHEV,11.98,11.0
24,10,Llano (Mañana),2. DC Estándar,27.21,50.0
24,10,Llano (Mañana),2. DC Estándar,25.33,50.0
24,10,Llano (Mañana),2. DC Estándar,24.64,50.0
24,10,Llano (Mañana),2. DC Estándar,27.84,50.0
24,10,Llano (Mañana),2. DC Estándar,21.01,50.0
24,10,Llano (Mañana),2. DC Estándar,25.32,50.0
24,10,Llano (Mañana),3. HPC 150,46.38,119.5
24,10,Llano (Mañana),1. AC/PHEV,2.89,11.0
24,10,Llano (Mañana),4. HPC 350,69.92,194.92
24,10,Llano (Mañana),4. HPC 350,67.51,200.01
24,10,Llano (Mañana),3. HPC 150,53.63,86.93
24,10,Llano (Mañana),2. DC Estándar,25.56,50.0
24,10,Llano (Mañana),2. DC Estándar,27.89,50.0
24,10,Llano (Mañana),3. HPC 150,51.03,128.45
24,10,Llano (Mañana),1. AC/PHEV,14.63,11.0
24,10,Llano (Mañana),1. AC/PHEV,4.0,11.0
24,10,Llano (Mañana),3. HPC 150,37.82,86.44
24,10,Llano (Mañana),2. DC Estándar,33.6,50.0
24,10,Llano (Mañana),2. DC Estándar,26.25,50.0
24,10,Llano (Mañana),2. DC Estándar,18.83,50.0
24,10,Llano (Mañana),1. AC/PHEV,10.46,11.0
24,10,Llano (Mañana),2. DC Estándar,18.32,50.0
24,10,Llano (Mañana),2. DC Estándar,30.58,50.0
24,10,Llano (Mañana),3. HPC 150,47.34,83.06
24,10,Llano (Mañana),2. DC Estándar,30.78,50.0
24,10,Llano (Mañana),1. AC/PHEV,12.45,11.0
24,10,Llano (Mañana),2. DC Estándar,24.48,50.0
24,10,Llano (Mañana),2. DC Estándar,14.95,50.0
24,10,Llano (Mañana),2. DC Estándar,30.04,50.0
24,10,Llano (Mañana),3. HPC 150,30.37,111.33
24,10,Llano (Mañana),3. HPC 150,23.64,85.73
24,10,Llano (Mañana),3. HPC 150,50.54,83.16
24,10,Llano (Mañana),3. HPC 150,37.9,102.13
24,10,Llano (Mañana),2. DC Estándar,23.33,50.0
24,10,Llano (Mañana),2. DC Estándar,19.14,50.0
24,10,Llano (Mañana),3. HPC 150,40.56,111.48
24,10,Llano (Mañana),4. HPC 350,73.64,184.94
24,10,Llano (Mañana),3. HPC 150,56.43,94.48
24,10,Llano (Mañana),2. DC Estándar,22.25,50.0
24,10,Llano (Mañana),1. AC/PHEV,8.92,11.0
24,10,Llano (Mañana),2. DC Estándar,26.3,50.0
24,10,Llano (Mañana),3. HPC 150,56.35,83.41
24,11,Punta (Mediodía),4. HPC 350,50.03,186.72
24,11,Punta (Mediodía),3. HPC 150,57.12,92.31
24,11,Punta (Mediodía),2. DC Estándar,26.36,50.0
24,11,Punta (Mediodía),1. AC/PHEV,2.88,11.0
24,11,Punta (Mediodía),1. AC/PHEV,3.84,11.0
24,11,Punta (Mediodía),1. AC/PHEV,6.96,11.0
24,11,Punta (Mediodía),3. HPC 150,51.74,102.35
24,11,Punta (Mediodía),3. HPC 150,38.2,116.66
24,11,Punta (Mediodía),2. DC Estándar,21.65,50.0
24,11,Punta (Mediodía),3. HPC 150,38.78,87.25
24,11,Punta (Mediodía),2. DC Estándar,25.61,50.0
24,11,Punta (Mediodía),3. HPC 150,61.38,105.54
24,11,Punta (Mediodía),4. HPC 350,72.8,197.87
24,11,Punta (Mediodía),1. AC/PHEV,17.06,11.0
24,11,Punta (Mediodía),3. HPC 150,40.51,129.01
24,11,Punta (Mediodía),3. HPC 150,40.59,129.26
24,11,Punta (Mediodía),3. HPC 150,43.56,112.77
24,11,Punta (Mediodía),2. DC Estándar,21.3,50.0
24,11,Punta (Mediodía),1. AC/PHEV,13.32,11.0
24,11,Punta (Mediodía),1. AC/PHEV,10.88,11.0
24,11,Punta (Mediodía),2. DC Estándar,25.12,50.0
24,11,Punta (Mediodía),3. HPC 150,69.03,82.92
24,11,Punta (Mediodía),3. HPC 150,51.21,128.93
24,11,Punta (Mediodía),3. HPC 150,50.71,92.15
24,11,Punta (Mediodía),2. DC Estándar,30.14,50.0
24,11,Punta (Mediodía),2. DC Estándar,23.76,50.0
24,11,Punta (Mediodía),3. HPC 150,62.45,91.13
24,11,Punta (Mediodía),2. DC Estándar,29.22,50.0
24,11,Punta (Mediodía),2. DC Estándar,20.89,50.0
24,11,Punta (Mediodía),2. DC Estándar,22.08,50.0
24,11,Punta (Mediodía),2. DC Estándar,20.78,50.0
24,11,Punta (Mediodía),1. AC/PHEV,10.33,11.0
24,11,Punta (Mediodía),2. DC Estándar,32.53,50.0
24,11,Punta (Mediodía),3. HPC 150,42.24,109.97
24,11,Punta (Mediodía),1. AC/PHEV,11.46,11.0
24,11,Punta (Mediodía),1. AC/PHEV,9.09,11.0
24,11,Punta (Mediodía),3. HPC 150,73.47,114.04
24,11,Punta (Mediodía),2. DC Estándar,28.82,50.0
24,11,Punta (Mediodía),3. HPC 150,35.47,95.15
24,11,Punta (Mediodía),2. DC Estándar,17.06,50.0
24,11,Punta (Mediodía),3. HPC 150,55.13,108.29
24,11,Punta (Mediodía),3. HPC 150,55.95,117.96
24,11,Punta (Mediodía),2. DC Estándar,25.44,50.0
24,11,Punta (Mediodía),2. DC Estándar,26.0,50.0
24,11,Punta (Mediodía),2. DC Estándar,24.15,50.0
24,11,Punta (Mediodía),3. HPC 150,64.47,115.84
24,11,Punta (Mediodía),2. DC Estándar,29.22,50.0
24,11,Punta (Mediodía),3. HPC 150,55.39,108.91
24,11,Punta (Mediodía),2. DC Estándar,28.21,50.0
24,11,Punta (Mediodía),2. DC Estándar,26.22,50.0
24,11,Punta (Mediodía),3. HPC 150,46.53,80.74
24,11,Punta (Mediodía),3. HPC 150,53.84,107.25
24,11,Punta (Mediodía),4. HPC 350,63.53,202.28
24,11,Punta (Mediodía),2. DC Estándar,31.07,50.0
24,11,Punta (Mediodía),3. HPC 150,59.63,119.1
24,11,Punta (Mediodía),3. HPC 150,62.1,91.53
24,11,Punta (Mediodía),2. DC Estándar,16.73,50.0
24,11,Punta (Mediodía),3. HPC 150,46.46,129.9
24,11,Punta (Mediodía),4. HPC 350,72.85,182.46
24,11,Punta (Mediodía),2. DC Estándar,22.45,50.0
24,11,Punta (Mediodía),3. HPC 150,61.64,122.35
24,11,Punta (Mediodía),1. AC/PHEV,15.22,11.0
24,11,Punta (Mediodía),4. HPC 350,81.44,231.87
24,11,Punta (Mediodía),2. DC Estándar,19.72,50.0
24,11,Punta (Mediodía),2. DC Estándar,31.39,50.0
24,11,Punta (Mediodía),4. HPC 350,77.41,184.64
24,11,Punta (Mediodía),2. DC Estándar,32.3,50.0
24,11,Punta (Mediodía),3. HPC 150,53.07,103.54
24,11,Punta (Mediodía),2. DC Estándar,21.45,50.0
24,11,Punta (Mediodía),2. DC Estándar,20.44,50.0
24,11,Punta (Mediodía),2. DC Estándar,24.64,50.0
24,11,Punta (Mediodía),2. DC Estándar,24.15,50.0
24,11,Punta (Mediodía),2. DC Estándar,24.36,50.0
24,11,Punta (Mediodía),3. HPC 150,47.11,127.5
24,11,Punta (Mediodía),2. DC Estándar,32.84,50.0
24,11,Punta (Mediodía),3. HPC 150,44.89,126.35
24,11,Punta (Mediodía),3. HPC 150,57.78,129.16
24,11,Punta (Mediodía),3. HPC 150,57.87,112.09
24,11,Punta (Mediodía),4. HPC 350,82.96,166.39
24,11,Punta (Mediodía),2. DC Estándar,33.56,50.0
24,11,Punta (Mediodía),3. HPC 150,30.57,91.47
24,11,Punta (Mediodía),3. HPC 150,67.35,94.08
24,11,Punta (Mediodía),2. DC Estándar,19.97,50.0
24,11,Punta (Mediodía),3. HPC 150,45.7,97.95
24,11,Punta (Mediodía),3. HPC 150,49.38,111.96
24,11,Punta (Mediodía),2. DC Estándar,27.69,50.0
24,11,Punta (Mediodía),3. HPC 150,43.07,119.85
24,11,Punta (Mediodía),3. HPC 150,72.42,97.52
24,11,Punta (Mediodía),3. HPC 150,46.68,115.48
24,11,Punta (Mediodía),2. DC Estándar,23.4,50.0
24,11,Punta (Mediodía),3. HPC 150,52.06,110.25
24,11,Punta (Mediodía),4. HPC 350,85.75,238.31
24,11,Punta (Mediodía),3. HPC 150,40.68,117.28
24,11,Punta (Mediodía),2. DC Estándar,19.87,50.0
24,11,Punta (Mediodía),3. HPC 150,24.53,127.73
24,11,Punta (Mediodía),2. DC Estándar,21.59,50.0
24,11,Punta (Mediodía),2. DC Estándar,25.85,50.0
24,11,Punta (Mediodía),2. DC Estándar,25.26,50.0
24,11,Punta (Mediodía),2. DC Estándar,24.27,50.0
24,11,Punta (Mediodía),3. HPC 150,37.04,128.64
24,11,Punta (Mediodía),2. DC Estándar,15.14,50.0
24,11,Punta (Mediodía),3. HPC 150,32.03,118.2
24,11,Punta (Mediodía),2. DC Estándar,18.3,50.0
24,11,Punta (Mediodía),2. DC Estándar,34.27,50.0
24,11,Punta (Mediodía),3. HPC 150,47.27,81.71
24,11,Punta (Mediodía),2. DC Estándar,27.21,50.0
24,11,Punta (Mediodía),3. HPC 150,52.17,99.15
24,11,Punta (Mediodía),2. DC Estándar,23.93,50.0
24,11,Punta (Mediodía),3. HPC 150,49.44,91.64
24,11,Punta (Mediodía),2. DC Estándar,21.54,50.0
24,11,Punta (Mediodía),2. DC Estándar,26.55,50.0
24,11,Punta (Mediodía),2. DC Estándar,29.45,50.0
24,11,Punta (Mediodía),1. AC/PHEV,8.3,11.0
24,11,Punta (Mediodía),2. DC Estándar,27.72,50.0
24,11,Punta (Mediodía),1. AC/PHEV,5.1,11.0
24,11,Punta (Mediodía),2. DC Estándar,20.21,50.0
24,11,Punta (Mediodía),2. DC Estándar,27.14,50.0
24,11,Punta (Mediodía),2. DC Estándar,18.17,50.0
24,11,Punta (Mediodía),3. HPC 150,61.68,87.64
24,11,Punta (Mediodía),2. DC Estándar,18.82,50.0
24,11,Punta (Mediodía),3. HPC 150,63.71,87.53
24,11,Punta (Mediodía),3. HPC 150,45.75,97.99
24,11,Punta (Mediodía),3. HPC 150,45.55,95.97
24,11,Punta (Mediodía),3. HPC 150,34.0,115.68
24,12,Punta (Mediodía),2. DC Estándar,29.13,50.0
24,12,Punta (Mediodía),3. HPC 150,40.7,80.37
24,12,Punta (Mediodía),1. AC/PHEV,25.23,11.0
24,12,Punta (Mediodía),2. DC Estándar,24.78,50.0
24,12,Punta (Mediodía),4. HPC 350,89.86,206.65
24,12,Punta (Mediodía),2. DC Estándar,21.73,50.0
24,12,Punta (Mediodía),2. DC Estándar,26.42,50.0
24,12,Punta (Mediodía),3. HPC 150,55.4,99.2
24,12,Punta (Mediodía),2. DC Estándar,20.79,50.0
24,12,Punta (Mediodía),3. HPC 150,33.79,93.02
24,12,Punta (Mediodía),3. HPC 150,46.08,124.95
24,12,Punta (Mediodía),3. HPC 150,53.68,105.49
24,12,Punta (Mediodía),1. AC/PHEV,18.36,11.0
24,12,Punta (Mediodía),3. HPC 150,54.8,123.65
24,12,Punta (Mediodía),2. DC Estándar,31.75,50.0
24,12,Punta (Mediodía),3. HPC 150,51.58,108.16
24,12,Punta (Mediodía),2. DC Estándar,24.92,50.0
24,12,Punta (Mediodía),3. HPC 150,71.0,80.48
24,12,Punta (Mediodía),3. HPC 150,60.53,100.82
24,12,Punta (Mediodía),2. DC Estándar,26.19,50.0
24,12,Punta (Mediodía),3. HPC 150,57.58,97.24
24,12,Punta (Mediodía),2. DC Estándar,20.54,50.0
24,12,Punta (Mediodía),4. HPC 350,70.75,215.77
24,12,Punta (Mediodía),1. AC/PHEV,18.82,11.0
24,12,Punta (Mediodía),1. AC/PHEV,15.31,11.0
24,12,Punta (Mediodía),2. DC Estándar,21.74,50.0
24,12,Punta (Mediodía),3. HPC 150,49.24,89.98
24,12,Punta (Mediodía),3. HPC 150,41.82,112.78
24,12,Punta (Mediodía),2. DC Estándar,37.74,50.0
24,12,Punta (Mediodía),3. HPC 150,53.34,105.26
24,12,Punta (Mediodía),3. HPC 150,53.03,93.26
24,12,Punta (Mediodía),2. DC Estándar,23.42,50.0
24,12,Punta (Mediodía),1. AC/PHEV,8.36,11.0
24,12,Punta (Mediodía),4. HPC 350,75.91,211.86
24,12,Punta (Mediodía),1. AC/PHEV,4.44,11.0
24,12,Punta (Mediodía),2. DC Estándar,21.78,50.0
24,12,Punta (Mediodía),2. DC Estándar,19.73,50.0
24,12,Punta (Mediodía),1. AC/PHEV,33.21,11.0
24,12,Punta (Mediodía),3. HPC 150,42.43,108.94
24,12,Punta (Mediodía),2. DC Estándar,25.1,50.0
24,12,Punta (Mediodía),4. HPC 350,85.93,204.62
24,12,Punta (Mediodía),2. DC Estándar,20.05,50.0
24,12,Punta (Mediodía),2. DC Estándar,18.63,50.0
24,12,Punta (Mediodía),3. HPC 150,44.0,111.57
24,12,Punta (Mediodía),1. AC/PHEV,9.39,11.0
24,12,Punta (Mediodía),2. DC Estándar,30.11,50.0
24,12,Punta (Mediodía),4. HPC 350,67.32,192.96
24,12,Punta (Mediodía),2. DC Estándar,34.11,50.0
24,12,Punta (Mediodía),2. DC Estándar,20.0,50.0
24,12,Punta (Mediodía),3. HPC 150,57.42,122.72
24,12,Punta (Mediodía),4. HPC 350,60.1,197.32
24,12,Punta (Mediodía),1. AC/PHEV,17.8,11.0
24,12,Punta (Mediodía),3. HPC 150,65.09,103.42
24,12,Punta (Mediodía),3. HPC 150,39.72,84.83
24,12,Punta (Mediodía),2. DC Estándar,34.72,50.0
24,12,Punta (Mediodía),3. HPC 150,57.82,104.2
24,12,Punta (Mediodía),2. DC Estándar,29.18,50.0
24,12,Punta (Mediodía),1. AC/PHEV,9.14,11.0
24,12,Punta (Mediodía),2. DC Estándar,24.96,50.0
24,12,Punta (Mediodía),3. HPC 150,68.02,93.73
24,12,Punta (Mediodía),3. HPC 150,65.51,112.22
24,12,Punta (Mediodía),3. HPC 150,51.32,128.62
24,12,Punta (Mediodía),2. DC Estándar,27.62,50.0
