"","V1","V2","V3","V4","V5"
"2490","s","sw","sw","s","s"
"2491","sw","sw","sw","s","sw"
"2492","sw","sw","sw","s","c"
"2493","s","sw","s","sw","s"
"2494","s","sw","s","s","sw"
"2495","sw","s","c","s","s"
"2496","c","s","s","s","c"
"2497","s","sw","s","sw","sw"
"2498","s","c","c","s","sw"
"2499","sw","sw","s","sw","sw"
"2500","s","sw","sw","sw","sw"
"2501","sw","sw","s","s","s"
"2502","sw","sw","sw","sw","s"
"2503","s","s","s","sw","s"
"2504","sw","sw","s","s","s"
"2505","s","sw","s","s","sw"
"2506","sw","sw","sw","s","sw"
"2507","sw","sw","sw","sw","s"
"2508","sw","s","s","s","s"
"2509","sw","sw","sw","s","s"
"2510","sw","sw","sw","sw","s"
"2511","sw","s","s","c","s"
"2512","s","s","c","s","sw"
"2513","s","sw","s","s","s"
"2514","s","sw","sw","sw","sw"
"2515","sw","sw","sw","s","sw"
"2516","s","s","sw","sw","s"
"2517","s","s","sw","s","sw"
"2518","s","s","s","sw","sw"
"2519","sw","s","s","s","s"
"2520","c","s","sw","sw","sw"
"2521","sw","sw","sw","sw","s"
"2522","s","sw","s","sw","sw"
"2523","sw","s","sw","s","s"
"2524","s","s","sw","sw","sw"
"2525","sw","sw","sw","sw","s"
"2526","s","s","sw","sw","sw"
"2527","sw","sw","sw","s","s"
"2528","sw","s","s","sw","sw"
"2529","sw","s","s","s","sw"
"2530","s","s","s","s","s"
"2531","s","sw","s","s","s"
"2532","s","sw","sw","s","sw"
"2533","sw","s","sw","sw","sw"
"2534","s","s","c","s","c"
"2535","s","s","sw","sw","sw"
"2536","sw","s","s","c","s"
"2537","s","sw","s","s","sw"
"2538","sw","s","s","s","s"
"2539","sw","sw","s","s","sw"
"2540","sw","s","s","sw","s"
"2541","s","c","s","s","sw"
"2542","s","s","s","sw","sw"
"2543","s","s","sw","s","s"
"2544","s","s","s","sw","sw"
"2545","sw","s","c","s","s"
"2546","s","s","s","sw","s"
"2547","sw","sw","sw","sw","s"
"2548","sw","sw","sw","sw","sw"
"2549","s","sw","sw","sw","sw"
"2550","sw","sw","sw","s","s"
"2551","s","c","s","sw","sw"
"2552","s","s","s","s","sw"
"2553","sw","sw","s","s","c"
"2554","s","sw","sw","s","s"
"2555","sw","sw","s","sw","s"
"2556","s","c","s","s","sw"
"2557","sw","s","s","sw","s"
"2558","sw","sw","sw","s","s"
"2559","s","s","s","sw","sw"
"2560","s","sw","sw","sw","sw"
"2561","sw","sw","sw","sw","sw"
"2562","s","s","s","s","s"
"2563","s","s","sw","sw","s"
"2564","s","s","s","s","s"
"2565","s","sw","s","s","sw"
"2566","s","s","c","c","s"
"2567","s","sw","sw","sw","sw"
"2568","sw","sw","s","s","sw"
"2569","sw","sw","sw","sw","sw"
"2570","s","sw","s","s","sw"
"2571","sw","s","sw","sw","s"
"2572","sw","sw","s","sw","s"
"2573","s","sw","sw","sw","sw"
"2574","sw","s","s","sw","sw"
"2575","s","s","sw","sw","sw"
"2576","sw","s","sw","sw","sw"
"2577","s","c","c","s","s"
"2578","s","s","s","s","sw"
"2579","sw","sw","s","s","s"
"2580","s","c","s","sw","s"
"2581","s","sw","sw","s","c"
"2582","s","s","s","s","sw"
"2583","s","sw","s","sw","s"
"2584","sw","sw","s","sw","s"
"2585","sw","s","s","s","s"
"2586","c","s","sw","sw","s"
"2587","s","s","s","s","s"
"2588","s","s","sw","sw","sw"
"2589","s","sw","sw","sw","s"
"2590","s","sw","s","s","s"
"2591","sw","sw","sw","s","s"
"2592","c","s","s","sw","sw"
"2593","sw","sw","sw","sw","sw"
"2594","s","sw","s","s","sw"
"2595","sw","sw","s","s","s"
"2596","sw","sw","sw","sw","s"
"2597","c","c","s","s","c"
"2598","c","s","s","s","s"
"2599","s","sw","sw","sw","s"
"2600","s","s","s","s","sw"
"2601","sw","sw","s","c","s"
"2602","c","s","s","s","c"
"2603","s","sw","sw","sw","sw"
"2604","s","sw","s","sw","s"
"2605","s","sw","sw","sw","sw"
"2606","s","s","s","s","s"
"2607","sw","s","s","s","s"
"2608","c","c","s","s","s"
"2609","s","sw","sw","s","sw"
"2610","s","s","s","s","sw"
"2611","s","sw","sw","s","s"
"2612","s","sw","s","s","s"
"2613","s","s","s","s","s"
"2614","s","sw","s","sw","sw"
"2615","s","sw","s","sw","sw"
"2616","sw","s","sw","sw","s"
"2617","s","s","sw","s","s"
"2618","s","s","s","s","s"
"2619","s","s","sw","sw","sw"
"2620","sw","s","s","sw","sw"
"2621","sw","s","s","s","s"
"2622","s","sw","s","s","sw"
"2623","s","s","s","s","s"
"2624","sw","sw","s","s","sw"
"2625","sw","sw","s","s","c"
"2626","s","sw","s","sw","sw"
"2627","sw","sw","sw","sw","sw"
"2628","sw","s","c","c","s"
"2629","s","sw","sw","sw","sw"
"2630","sw","sw","sw","sw","s"
"2631","sw","sw","s","sw","s"
"2632","s","sw","sw","sw","s"
"2633","sw","sw","sw","s","sw"
"2634","s","s","sw","sw","s"
"2635","s","sw","s","sw","s"
"2636","s","s","sw","s","sw"
"2637","sw","sw","sw","sw","sw"
"2638","sw","sw","sw","s","s"
"2639","s","s","s","s","sw"
"2640","sw","sw","s","s","s"
"2641","s","sw","sw","sw","s"
"2642","sw","s","s","s","sw"
"2643","s","s","s","sw","sw"
"2644","sw","sw","s","s","s"
"2645","sw","sw","sw","sw","s"
"2646","sw","s","sw","s","s"
"2647","sw","sw","sw","s","sw"
"2648","sw","s","sw","s","sw"
"2649","sw","sw","s","s","s"
"2650","s","sw","s","sw","sw"
"2651","sw","sw","sw","sw","sw"
"2652","sw","s","s","s","s"
"2653","sw","sw","sw","sw","sw"
"2654","sw","sw","sw","s","sw"
"2655","sw","sw","s","s","sw"
"2656","s","s","s","s","s"
"2657","s","sw","s","sw","sw"
"2658","s","s","s","s","s"
"2659","sw","s","s","s","sw"
"2660","sw","sw","s","s","s"
"2661","sw","sw","sw","s","c"
"2662","c","s","s","s","sw"
"2663","s","s","s","c","c"
"2664","c","s","s","sw","sw"
"2665","sw","sw","sw","sw","s"
"2666","s","sw","sw","sw","sw"
"2667","sw","sw","sw","s","sw"
"2668","s","sw","s","s","s"
"2669","c","c","c","s","sw"
"2670","sw","sw","sw","sw","s"
"2671","sw","sw","sw","sw","sw"
"2672","sw","s","sw","sw","sw"
"2673","sw","s","s","sw","sw"
"2674","sw","sw","sw","sw","s"
"2675","s","s","c","c","c"
"2676","s","s","sw","sw","sw"
"2677","sw","sw","sw","sw","s"
"2678","s","s","sw","sw","sw"
"2679","sw","s","sw","sw","s"
"2680","s","sw","sw","sw","s"
"2681","s","s","sw","sw","s"
"2682","s","s","s","s","s"
"2683","sw","sw","s","s","s"
"2684","s","sw","s","sw","s"
"2685","sw","s","c","s","s"
"2686","s","s","s","s","s"
"2687","s","c","s","s","s"
"2688","s","s","s","s","s"
"2689","s","s","s","sw","sw"
"2690","s","s","s","s","sw"
"2691","sw","sw","sw","s","sw"
"2692","sw","sw","s","c","s"
"2693","c","s","s","s","s"
"2694","s","c","s","s","c"
"2695","s","s","c","s","s"
"2696","s","s","s","s","sw"
"2697","sw","sw","sw","s","c"
"2698","s","sw","s","s","c"
"2699","s","s","s","s","sw"
"2700","s","s","s","s","sw"
"2701","sw","sw","sw","s","s"
"2702","s","s","sw","sw","sw"
"2703","s","s","s","sw","sw"
"2704","sw","s","c","s","sw"
"2705","s","s","s","c","s"
"2706","sw","sw","sw","s","sw"
"2707","sw","sw","sw","sw","s"
"2708","sw","s","s","s","s"
"2709","sw","sw","sw","s","s"
"2710","sw","sw","sw","sw","sw"
"2711","s","s","sw","sw","s"
"2712","s","sw","sw","sw","sw"
"2713","sw","s","s","sw","sw"
"2714","sw","s","s","s","sw"
"2715","s","sw","s","sw","s"
"2716","s","sw","sw","sw","sw"
"2717","sw","sw","sw","s","s"
"2718","s","s","sw","s","s"
"2719","s","sw","s","s","sw"
"2720","sw","sw","sw","sw","sw"
"2721","s","s","s","s","sw"
"2722","sw","sw","sw","sw","s"
"2723","s","sw","s","s","sw"
"2724","sw","sw","sw","s","s"
"2725","sw","s","s","c","c"
"2726","s","sw","s","sw","s"
"2727","sw","s","s","sw","sw"
"2728","s","sw","sw","sw","sw"
"2729","sw","s","s","s","sw"
"2730","sw","s","s","s","s"
"2731","s","s","s","sw","sw"
"2732","sw","sw","sw","s","s"
"2733","s","s","sw","s","s"
"2734","s","sw","sw","sw","s"
"2735","s","sw","s","sw","sw"
"2736","s","s","s","s","sw"
"2737","sw","sw","s","sw","sw"
"2738","sw","sw","s","sw","sw"
"2739","sw","sw","sw","s","sw"
"2740","sw","s","sw","s","sw"
"2741","sw","s","sw","sw","sw"
"2742","sw","sw","sw","s","s"
"2743","sw","sw","sw","s","sw"
"2744","s","sw","sw","s","sw"
"2745","sw","sw","s","s","sw"
"2746","s","sw","s","sw","sw"
"2747","sw","s","c","c","s"
"2748","s","s","sw","sw","sw"
"2749","sw","s","sw","sw","s"
"2750","s","s","sw","sw","s"
"2751","sw","s","sw","s","sw"
"2752","s","c","c","c","s"
"2753","c","c","s","s","s"
"2754","sw","sw","sw","s","sw"
"2755","s","s","sw","sw","sw"
"2756","s","sw","sw","sw","s"
"2757","sw","sw","sw","sw","sw"
"2758","sw","sw","s","s","sw"
"2759","sw","sw","sw","sw","sw"
"2760","sw","sw","sw","sw","sw"
"2761","s","s","s","s","s"
"2762","s","s","s","sw","sw"
"2763","sw","s","sw","sw","s"
"2764","sw","s","s","s","sw"
"2765","s","c","s","sw","sw"
"2766","sw","s","s","sw","sw"
"2767","sw","s","s","s","s"
"2768","sw","s","s","sw","sw"
"2769","s","s","c","s","s"
"2770","s","s","s","s","s"
"2771","s","s","s","s","sw"
"2772","s","s","s","s","s"
"2773","s","s","s","sw","sw"
"2774","s","sw","sw","sw","sw"
"2775","sw","sw","sw","s","sw"
"2776","s","s","sw","sw","sw"
"2777","s","s","s","s","sw"
"2778","s","s","s","sw","sw"
"2779","s","s","sw","sw","s"
"2780","s","c","c","s","s"
"2781","s","sw","sw","s","s"
"2782","c","s","s","sw","sw"
"2783","sw","sw","sw","sw","sw"
"2784","sw","s","s","s","s"
"2785","sw","s","s","s","s"
"2786","s","s","s","s","sw"
"2787","s","s","s","sw","s"
"2788","s","sw","s","sw","sw"
"2789","sw","sw","sw","s","sw"
"2790","s","s","s","s","s"
"2791","s","s","s","sw","sw"
"2792","s","s","sw","sw","s"
"2793","sw","s","sw","sw","s"
"2794","s","s","sw","sw","sw"
"2795","s","s","s","sw","s"
"2796","sw","sw","s","sw","s"
"2797","s","s","s","s","sw"
"2798","sw","sw","sw","sw","sw"
"2799","sw","sw","sw","sw","sw"
"2800","sw","s","s","s","s"
"2801","s","sw","sw","s","sw"
"2802","s","s","c","c","s"
"2803","s","s","sw","s","sw"
"2804","s","s","sw","s","s"
"2805","s","s","s","sw","sw"
"2806","sw","s","sw","sw","sw"
"2807","s","s","s","c","s"
"2808","s","sw","s","s","s"
"2809","sw","sw","s","c","c"
"2810","s","s","sw","s","sw"
"2811","sw","sw","s","sw","sw"
"2812","sw","s","sw","s","s"
"2813","sw","sw","s","sw","s"
"2814","s","sw","sw","sw","s"
"2815","s","sw","s","c","s"
"2816","c","s","s","sw","s"
"2817","s","sw","s","s","s"
"2818","s","sw","sw","s","sw"
"2819","sw","s","s","s","sw"
"2820","sw","sw","sw","s","sw"
"2821","sw","s","c","s","sw"
"2822","sw","sw","s","sw","sw"
"2823","sw","sw","s","sw","sw"
"2824","s","s","s","sw","sw"
"2825","s","s","sw","sw","s"
"2826","s","sw","s","s","s"
"2827","sw","sw","sw","s","sw"
"2828","sw","sw","s","s","s"
"2829","s","s","s","s","sw"
"2830","sw","sw","sw","sw","s"
"2831","sw","sw","sw","sw","sw"
"2832","sw","sw","sw","sw","sw"
"2833","sw","sw","sw","sw","sw"
"2834","s","s","sw","sw","sw"
"2835","sw","sw","sw","sw","s"
"2836","s","s","sw","sw","s"
"2837","sw","sw","s","sw","s"
"2838","s","s","c","s","s"
"2839","s","c","s","s","c"
"2840","s","s","s","s","sw"
"2841","sw","sw","s","s","s"
"2842","s","c","c","s","sw"
"2843","sw","s","s","s","sw"
"2844","sw","sw","sw","sw","sw"
"2845","s","s","s","sw","s"
"2846","s","c","c","s","c"
"2847","s","s","s","sw","sw"
"2848","sw","sw","sw","s","sw"
"2849","sw","sw","sw","sw","s"
"2850","s","s","sw","s","sw"
"2851","sw","s","s","s","s"
"2852","sw","s","s","sw","sw"
"2853","s","s","s","s","s"
"2854","s","s","sw","sw","sw"
"2855","s","s","s","sw","sw"
"2856","s","s","s","s","s"
"2857","sw","s","s","s","s"
"2858","s","sw","sw","sw","sw"
"2859","s","s","s","s","s"
"2860","sw","s","s","s","s"
"2861","sw","s","sw","s","s"
"2862","s","c","c","c","s"
"2863","s","sw","sw","sw","s"
"2864","s","s","s","s","sw"
"2865","sw","sw","sw","sw","s"
"2866","sw","sw","s","sw","sw"
"2867","sw","s","s","s","sw"
"2868","sw","sw","s","s","sw"
"2869","sw","sw","sw","s","s"
"2870","s","s","sw","s","s"
"2871","s","s","sw","s","s"
"2872","sw","sw","sw","sw","s"
"2873","sw","sw","s","sw","sw"
"2874","s","s","s","sw","sw"
"2875","s","s","sw","sw","sw"
"2876","sw","sw","sw","sw","s"
"2877","sw","s","s","sw","sw"
"2878","s","sw","sw","s","s"
"2879","s","s","s","sw","s"
"2880","s","s","sw","sw","s"
"2881","sw","s","s","sw","s"
"2882","s","s","s","s","s"
"2883","s","s","c","s","s"
"2884","s","sw","sw","sw","s"
"2885","s","c","s","s","sw"
"2886","s","c","s","s","s"
"2887","s","s","sw","s","s"
"2888","sw","sw","sw","sw","s"
"2889","c","s","s","sw","s"
"2890","s","sw","s","s","sw"
"2891","s","s","s","c","s"
"2892","s","s","sw","s","sw"
"2893","s","c","c","c","s"
"2894","sw","sw","s","sw","s"
"2895","s","sw","sw","s","s"
"2896","sw","s","s","sw","s"
"2897","s","s","c","s","s"
"2898","sw","sw","sw","sw","sw"
"2899","sw","sw","sw","s","s"
"2900","sw","sw","sw","sw","s"
"2901","sw","sw","sw","s","sw"
"2902","s","s","s","sw","s"
"2903","sw","sw","s","s","s"
"2904","sw","sw","s","s","sw"
"2905","sw","sw","s","sw","sw"
"2906","sw","s","s","s","s"
"2907","s","sw","sw","sw","sw"
"2908","s","s","sw","sw","s"
"2909","s","c","s","s","sw"
"2910","s","c","s","c","c"
"2911","s","sw","s","sw","sw"
"2912","sw","sw","sw","sw","s"
"2913","sw","sw","s","s","s"
"2914","s","c","s","s","sw"
"2915","sw","sw","sw","sw","s"
"2916","s","s","sw","sw","s"
"2917","s","s","s","c","s"
"2918","s","s","sw","sw","sw"
"2919","sw","sw","s","s","sw"
"2920","s","s","s","sw","sw"
"2921","sw","s","sw","s","s"
"2922","s","sw","sw","s","s"
"2923","s","sw","sw","s","c"
"2924","s","sw","sw","s","c"
"2925","s","sw","sw","s","s"
"2926","sw","sw","s","sw","s"
"2927","s","s","s","sw","sw"
"2928","s","sw","s","s","sw"
"2929","sw","s","s","s","s"
"2930","s","s","s","sw","sw"
"2931","s","s","sw","sw","sw"
"2932","sw","s","c","s","s"
"2933","s","sw","sw","sw","s"
"2934","sw","s","sw","sw","sw"
"2935","s","s","s","s","sw"
"2936","sw","sw","sw","s","s"
"2937","s","s","s","s","s"
"2938","s","s","s","s","s"
"2939","s","c","s","s","s"
"2940","s","sw","sw","sw","s"
"2941","s","sw","sw","sw","sw"
"2942","sw","sw","sw","sw","s"
"2943","s","sw","sw","s","sw"
"2944","sw","sw","sw","sw","sw"
"2945","sw","s","sw","s","s"
"2946","s","s","s","sw","s"
"2947","s","s","c","s","s"
"2948","sw","sw","sw","sw","sw"
"2949","s","c","s","s","s"
"2950","c","s","s","s","sw"
"2951","sw","s","sw","sw","s"
"2952","s","s","c","c","s"
"2953","s","sw","s","s","s"
"2954","sw","sw","sw","s","s"
"2955","s","s","sw","sw","s"
"2956","sw","s","s","s","s"
"2957","s","sw","sw","sw","s"
"2958","s","s","s","s","sw"
"2959","sw","sw","s","s","sw"
"2960","s","s","c","s","sw"
"2961","sw","s","s","s","sw"
"2962","sw","s","s","s","sw"
"2963","s","sw","s","sw","sw"
"2964","s","s","s","s","sw"
"2965","sw","sw","sw","sw","s"
"2966","sw","sw","sw","sw","s"
"2967","s","s","s","s","s"
"2968","s","s","sw","sw","sw"
"2969","s","s","c","s","sw"
"2970","sw","sw","sw","sw","sw"
"2971","sw","s","sw","s","s"
"2972","c","c","s","sw","s"
"2973","c","s","s","s","s"
"2974","s","s","c","s","sw"
"2975","s","s","sw","s","s"
"2976","c","s","s","sw","s"
"2977","sw","sw","s","sw","sw"
"2978","s","s","sw","sw","sw"
"2979","s","sw","sw","sw","sw"
"2980","s","s","c","s","s"
"2981","s","s","s","c","s"
"2982","sw","s","s","sw","sw"
"2983","sw","sw","sw","sw","sw"
"2984","sw","sw","s","s","c"
"2985","c","c","s","s","s"
"2986","sw","sw","sw","s","s"
"2987","s","s","sw","sw","sw"
"2988","sw","s","sw","sw","sw"
"2989","sw","s","s","s","s"
"2990","s","s","s","sw","s"
"2991","s","sw","sw","s","s"
"2992","sw","sw","sw","sw","s"
"2993","c","s","c","s","s"
"2994","s","sw","sw","sw","s"
"2995","s","s","s","s","sw"
"2996","sw","sw","s","sw","sw"
"2997","s","sw","sw","s","sw"
"2998","s","sw","s","s","s"
"2999","sw","sw","sw","s","s"
"3000","s","s","s","s","sw"
"3001","sw","s","c","s","sw"
"3002","sw","sw","sw","s","s"
"3003","s","s","sw","sw","sw"
"3004","s","sw","sw","sw","sw"
"3005","sw","sw","sw","s","s"
"3006","s","s","s","s","sw"
"3007","s","s","s","s","s"
"3008","s","sw","sw","sw","s"
"3009","s","s","s","sw","sw"
"3010","sw","s","sw","sw","sw"
"3011","sw","s","s","s","sw"
"3012","s","s","sw","s","sw"
"3013","sw","sw","s","s","s"
"3014","s","s","sw","sw","s"
"3015","s","sw","sw","sw","sw"
"3016","s","s","s","s","s"
"3017","s","sw","s","s","sw"
"3018","sw","sw","sw","s","s"
"3019","s","s","s","c","c"
"3020","s","s","sw","sw","sw"
"3021","s","s","sw","sw","s"
"3022","s","sw","sw","s","s"
"3023","s","c","s","sw","sw"
"3024","sw","sw","sw","sw","s"
"3025","sw","sw","s","s","sw"
"3026","sw","sw","s","s","s"
"3027","sw","s","s","s","c"
"3028","s","sw","sw","sw","s"
"3029","sw","sw","sw","sw","s"
"3030","s","sw","sw","sw","s"
"3031","c","s","sw","sw","s"
"3032","c","s","s","s","s"
"3033","s","sw","sw","sw","s"
"3034","s","s","sw","s","sw"
"3035","s","s","s","c","s"
"3036","sw","sw","s","sw","sw"
"3037","sw","s","s","s","s"
"3038","s","s","s","c","c"
"3039","c","c","s","s","s"
"3040","s","sw","sw","sw","s"
"3041","s","sw","sw","s","s"
"3042","s","sw","s","sw","sw"
"3043","sw","sw","sw","s","c"
"3044","c","s","sw","sw","s"
"3045","s","sw","s","sw","sw"
"3046","sw","s","s","s","s"
"3047","s","s","s","sw","sw"
"3048","sw","sw","s","sw","s"
"3049","s","sw","sw","s","s"
"3050","sw","sw","s","s","s"
"3051","sw","sw","sw","sw","sw"
"3052","s","s","s","sw","s"
"3053","s","s","c","s","s"
"3054","s","sw","s","sw","s"
"3055","s","s","s","sw","sw"
"3056","sw","sw","s","sw","sw"
"3057","s","s","s","s","s"
"3058","s","sw","s","s","s"
"3059","s","s","c","s","sw"
"3060","sw","s","sw","s","s"
"3061","s","sw","sw","sw","sw"
"3062","sw","s","s","s","s"
"3063","sw","s","s","sw","s"
"3064","s","sw","sw","s","s"
"3065","sw","s","s","sw","sw"
"3066","s","s","s","s","sw"
"3067","s","sw","sw","s","s"
"3068","s","s","sw","sw","sw"
"3069","s","s","s","s","s"
"3070","s","s","s","sw","sw"
"3071","sw","s","s","c","s"
"3072","c","s","s","sw","s"
"3073","c","c","s","sw","sw"
"3074","s","s","s","s","s"
"3075","sw","s","sw","sw","sw"
"3076","s","s","s","sw","sw"
"3077","sw","sw","sw","s","sw"
"3078","sw","s","sw","sw","s"
"3079","s","s","sw","s","s"
"3080","sw","sw","sw","sw","sw"
"3081","sw","s","sw","sw","s"
"3082","s","s","sw","s","s"
"3083","s","sw","s","s","s"
"3084","sw","sw","s","c","s"
"3085","s","sw","s","sw","sw"
"3086","sw","sw","sw","s","s"
"3087","sw","s","s","s","sw"
"3088","sw","sw","s","sw","sw"
"3089","sw","sw","sw","sw","sw"
"3090","sw","s","s","s","s"
"3091","s","s","s","sw","sw"
"3092","s","sw","sw","sw","sw"
"3093","s","c","s","s","s"
"3094","s","s","s","sw","sw"
"3095","sw","sw","sw","sw","s"
"3096","s","s","s","s","s"
"3097","sw","s","c","c","c"
"3098","c","s","sw","sw","sw"
"3099","sw","sw","sw","sw","sw"
"3100","s","s","s","s","sw"
"3101","s","s","s","c","s"
"3102","s","sw","sw","s","sw"
"3103","s","sw","s","s","s"
"3104","s","s","sw","s","sw"
"3105","s","s","sw","sw","sw"
"3106","s","sw","s","s","c"
"3107","c","s","sw","sw","sw"
"3108","sw","s","sw","sw","s"
"3109","sw","s","sw","sw","s"
"3110","sw","s","s","sw","sw"
"3111","sw","sw","sw","sw","s"
"3112","s","s","s","s","s"
"3113","sw","s","sw","sw","s"
"3114","s","s","s","s","sw"
"3115","sw","s","s","s","sw"
"3116","sw","s","s","c","s"
"3117","sw","s","s","sw","s"
"3118","c","c","c","s","sw"
"3119","sw","sw","sw","sw","sw"
"3120","sw","sw","sw","sw","s"
"3121","s","sw","sw","sw","s"
"3122","s","s","sw","s","sw"
"3123","sw","sw","sw","s","s"
"3124","sw","s","s","sw","sw"
"3125","s","s","s","sw","sw"
"3126","sw","s","c","s","s"
"3127","s","s","sw","s","sw"
"3128","sw","sw","s","sw","sw"
"3129","sw","sw","s","s","s"
"3130","s","sw","sw","sw","sw"
"3131","sw","s","s","s","s"
"3132","s","sw","sw","sw","sw"
"3133","sw","sw","sw","s","s"
"3134","s","s","s","s","s"
"3135","s","s","s","sw","s"
"3136","s","s","s","s","sw"
"3137","s","s","sw","s","sw"
"3138","s","sw","s","s","s"
"3139","s","s","sw","s","s"
"3140","s","sw","s","sw","sw"
"3141","s","c","c","c","s"
"3142","s","sw","s","s","s"
"3143","s","c","s","s","s"
"3144","sw","sw","sw","s","s"
"3145","s","s","s","c","s"
"3146","s","s","s","s","sw"
"3147","sw","sw","sw","s","sw"
"3148","sw","sw","sw","sw","sw"
"3149","sw","s","s","sw","sw"
"3150","s","s","s","sw","s"
"3151","sw","sw","sw","sw","sw"
"3152","sw","sw","s","s","s"
"3153","s","sw","s","c","s"
"3154","s","s","s","c","s"
"3155","s","s","sw","s","c"
"3156","c","s","sw","s","s"
"3157","c","s","sw","sw","s"
"3158","s","sw","sw","sw","sw"
"3159","sw","sw","s","s","s"
"3160","s","sw","sw","sw","sw"
"3161","s","s","s","s","sw"
"3162","sw","s","sw","sw","s"
"3163","s","s","s","s","s"
"3164","sw","s","s","sw","s"
"3165","sw","s","s","s","c"
"3166","s","sw","sw","sw","sw"
"3167","sw","s","s","s","s"
"3168","s","s","s","s","s"
"3169","s","s","s","s","sw"
"3170","sw","s","sw","sw","sw"
"3171","s","sw","sw","sw","s"
"3172","s","sw","sw","s","sw"
"3173","sw","sw","sw","s","c"
"3174","s","sw","sw","sw","sw"
"3175","s","s","s","s","sw"
"3176","sw","sw","s","s","c"
"3177","s","s","s","s","c"
"3178","c","s","s","s","s"
"3179","s","sw","sw","sw","sw"
"3180","sw","sw","s","c","c"
"3181","c","c","s","sw","s"
"3182","sw","sw","s","c","s"
"3183","s","s","s","sw","sw"
"3184","s","s","sw","sw","sw"
"3185","s","sw","sw","sw","s"
"3186","sw","s","sw","sw","s"
"3187","s","s","s","s","sw"
"3188","sw","sw","s","s","s"
"3189","s","sw","s","sw","s"
"3190","sw","s","sw","s","s"
"3191","s","sw","s","s","sw"
"3192","s","s","s","sw","sw"
"3193","s","sw","sw","sw","s"
"3194","sw","sw","sw","sw","sw"
"3195","s","s","c","s","sw"
"3196","sw","s","sw","s","s"
"3197","s","sw","sw","s","sw"
"3198","sw","s","s","sw","sw"
"3199","s","s","sw","sw","s"
"3200","sw","sw","sw","s","sw"
"3201","sw","s","s","s","sw"
"3202","s","s","s","sw","sw"
"3203","sw","sw","s","s","sw"
"3204","s","sw","sw","sw","sw"
"3205","sw","s","c","s","s"
"3206","c","s","s","sw","sw"
"3207","sw","sw","s","sw","sw"
"3208","s","s","sw","s","s"
"3209","s","c","s","s","s"
"3210","c","s","s","s","sw"
"3211","s","sw","sw","sw","sw"
"3212","sw","sw","sw","sw","sw"
"3213","s","s","s","s","sw"
"3214","sw","s","sw","s","sw"
"3215","s","s","s","sw","sw"
"3216","sw","s","s","sw","s"
"3217","sw","sw","s","s","s"
"3218","s","s","sw","sw","sw"
"3219","s","c","s","sw","sw"
"3220","sw","sw","sw","sw","sw"
"3221","sw","sw","sw","sw","sw"
"3222","s","s","sw","s","sw"
"3223","sw","s","sw","sw","sw"
"3224","s","sw","sw","sw","sw"
"3225","sw","sw","sw","sw","sw"
"3226","sw","sw","s","s","s"
"3227","s","sw","sw","sw","s"
"3228","s","s","s","s","s"
"3229","sw","sw","s","sw","sw"
"3230","s","sw","s","sw","s"
"3231","sw","s","sw","s","s"
"3232","s","s","sw","s","sw"
"3233","s","c","s","sw","s"
"3234","s","sw","s","s","s"
"3235","sw","sw","sw","s","s"
"3236","s","sw","sw","sw","sw"
"3237","sw","sw","sw","s","s"
"3238","s","sw","s","s","sw"
"3239","s","s","s","sw","s"
"3240","s","s","sw","s","s"
"3241","c","s","sw","sw","s"
"3242","sw","s","s","s","s"
"3243","s","s","s","sw","s"
"3244","s","sw","s","s","sw"
"3245","s","s","sw","s","s"
"3246","sw","sw","s","c","s"
"3247","sw","sw","sw","sw","sw"
"3248","sw","s","c","s","s"
"3249","s","sw","sw","s","c"
"3250","c","s","s","s","s"
"3251","s","s","s","sw","s"
"3252","sw","sw","s","c","s"
"3253","s","s","c","s","s"
"3254","sw","sw","sw","sw","sw"
"3255","s","c","c","c","s"
"3256","s","sw","s","sw","s"
"3257","s","s","s","s","s"
"3258","sw","s","sw","sw","s"
"3259","sw","s","s","sw","sw"
"3260","sw","s","s","s","s"
"3261","s","s","s","s","sw"
"3262","sw","sw","sw","s","c"
"3263","s","s","c","s","s"
"3264","s","sw","sw","sw","s"
"3265","sw","sw","sw","sw","sw"
"3266","sw","s","sw","s","s"
"3267","s","sw","sw","sw","sw"
"3268","sw","sw","sw","sw","sw"
"3269","s","sw","s","sw","s"
"3270","sw","s","s","sw","s"
"3271","sw","s","s","s","sw"
"3272","s","sw","sw","s","sw"
"3273","sw","s","s","sw","sw"
"3274","sw","sw","s","s","s"
"3275","s","s","s","s","s"
"3276","s","sw","s","sw","sw"
"3277","sw","s","sw","sw","s"
"3278","sw","sw","sw","sw","s"
"3279","s","s","s","s","s"
"3280","sw","sw","s","c","s"
"3281","s","s","s","s","c"
"3282","s","s","sw","sw","s"
"3283","sw","sw","s","s","s"
"3284","sw","sw","sw","sw","sw"
"3285","sw","sw","s","s","sw"
"3286","sw","sw","sw","sw","s"
"3287","s","sw","sw","sw","s"
"3288","s","sw","sw","s","sw"
"3289","sw","sw","sw","s","sw"
"3290","sw","s","s","sw","sw"
"3291","sw","s","s","s","s"
"3292","c","s","s","c","s"
"3293","s","c","c","c","s"
"3294","c","s","sw","sw","s"
"3295","s","sw","s","sw","s"
"3296","s","s","s","s","sw"
"3297","sw","sw","sw","s","s"
"3298","s","sw","s","c","c"
"3299","c","s","c","s","sw"
"3300","sw","s","s","s","s"
